hgnc_symbol	entrezgene_id	chromosome_name	start_position	end_position	strand	CHR	win_start	win_end
PRSS8	5652	16	31142756	31147083	-1	16	31132756	31182083
CDK19	23097	6	110931181	111137161	-1	6	110921181	111172161
PPP1R35	221908	7	100032905	100034188	-1	7	100022905	100069188
TGOLN2	10618	2	85545147	85555548	-1	2	85535147	85590548
FOXD3	27022	1	63788730	63790797	1	1	63753730	63800797
RNF214	257160	11	117103341	117157161	1	11	117068341	117167161
MFNG	4242	22	37865101	37882439	-1	22	37855101	37917439
SEMA3A	10371	7	83585093	84122040	-1	7	83575093	84157040
CEBPA	1050	19	33790840	33793470	-1	19	33780840	33828470
SDHAP1	727956	3	195686619	195717189	-1	3	195676619	195752189
SDHAP1	255812	3	195686619	195717189	-1	3	195676619	195752189
SURF2	6835	9	136223428	136228045	1	9	136188428	136238045
SIGLEC15	284266	18	43405477	43424045	1	18	43370477	43434045
CEBPG	1054	19	33864236	33873592	1	19	33829236	33883592
RRP36	88745	6	42989383	43001894	1	6	42954383	43011894
MIR1285-1	100302218	7	91833329	91833412	-1	7	91823329	91868412
ALG6	29929	1	63833261	63904233	1	1	63798261	63914233
IGHMBP2	3508	11	68671310	68708070	1	11	68636310	68718070
WBP1L	54838	10	104503727	104576021	1	10	104468727	104586021
RNU6-10P	100873745	7	92331022	92331128	-1	7	92321022	92366128
PRSS36	146547	16	31150246	31161415	-1	16	31140246	31196415
PIWIL2	55124	8	22132810	22215076	1	8	22097810	22225076
RPL30	6156	8	99037079	99058697	-1	8	99027079	99093697
GNE	10020	9	36214438	36277053	-1	9	36204438	36312053
PFKL	5211	21	45719934	45747259	1	21	45684934	45757259
CRNKL1	51340	20	20015012	20036690	-1	20	20005012	20071690
MIR653	724023	7	93112072	93112167	-1	7	93102072	93147167
MIR489	574442	7	93113248	93113331	-1	7	93103248	93148331
GPAA1	8733	8	145137493	145141119	1	8	145102493	145151119
FRMD5	84978	15	44162962	44487450	-1	15	44152962	44522450
RNF167	26001	17	4843303	4848517	1	17	4808303	4858517
CYP17A1	1586	10	104590288	104597290	-1	10	104580288	104632290
DNAJB12	54788	10	74092588	74114988	-1	10	74082588	74149988
ATXN7L3B	552889	12	74931551	74935223	1	12	74896551	74945223
MIR4652	100616206	7	93346240	93346317	1	7	93311240	93356317
ASAH2B	653308	10	52499078	52576255	1	10	52464078	52586255
PKMYT1	9088	16	3018025	3030540	-1	16	3008025	3065540
SURF4	6836	9	136228325	136242970	-1	9	136218325	136277970
PEPD	5184	19	33877856	34012700	-1	19	33867856	34047700
ARG2	384	14	68086515	68118437	1	14	68051515	68128437
STAT4	6775	2	191894302	192016322	-1	2	191884302	192051322
SPINK13	153218	5	147647743	147665817	1	5	147612743	147675817
SUPT16H	11198	14	21819631	21852425	-1	14	21809631	21887425
CARD10	29775	22	37886400	37915549	-1	22	37876400	37950549
PROC	5624	2	128176003	128186822	1	2	128141003	128196822
HMGN2	3151	1	26798941	26802463	1	1	26763941	26812463
TRAPPC6B	122553	14	39617015	39639736	-1	14	39607015	39674736
DDIT3	1649	12	57910371	57914300	-1	12	57900371	57949300
EFHD1	80303	2	233470767	233547491	1	2	233435767	233557491
KCNC2	3747	12	75433857	75603648	-1	12	75423857	75638648
C10orf32	119032	10	104613980	104624718	1	10	104578980	104634718
VTI1B	10490	14	68113792	68141548	-1	14	68103792	68176548
EPG5	57724	18	43427574	43547240	-1	18	43417574	43582240
DIAPH3	81624	13	60239717	60738121	-1	13	60229717	60773121
LINGO4	339398	1	151772740	151778630	-1	1	151762740	151813630
SPINK7	84651	5	147691982	147695485	1	5	147656982	147705485
C3orf58	205428	3	143690640	143767561	1	3	143655640	143777561
ZNF324	25799	19	58978423	58984945	1	19	58943423	58994945
C7orf61	402573	7	100054238	100061894	-1	7	100044238	100096894
SKI	6497	1	2160134	2241558	1	1	2125134	2251558
ACTG2	72	2	74119441	74146992	1	2	74084441	74156992
LIAS	11019	4	39460620	39479273	1	4	39425620	39489273
TSC22D4	81628	7	100060982	100076902	-1	7	100050982	100111902
NVL	4931	1	224415036	224518089	-1	1	224405036	224553089
FAM196B	100131897	5	169291268	169407744	-1	5	169281268	169442744
MRGPRD	116512	11	68747490	68748455	-1	11	68737490	68783455
CCR9	10803	3	45927996	45944667	1	3	45892996	45954667
ZNF446	55663	19	58985384	58992597	1	19	58950384	59002597
FOXI1	2299	5	169532901	169536727	1	5	169497901	169546727
MRGPRF	116535	11	68771863	68780877	-1	11	68761863	68815877
RPL29	6159	3	52027616	52029958	-1	3	52017616	52064958
SOCS6	9306	18	67956137	67997436	1	18	67921137	68007436
FSTL1	11167	3	120111140	120170100	-1	3	120101140	120205100
C9orf96	169436	9	136243117	136271220	1	9	136208117	136281220
TTC7A	57217	2	47143296	47303276	1	2	47108296	47313276
CRIPAK	285464	4	1385340	1389780	1	4	1350340	1399780
A1CF	29974	10	52559169	52645435	-1	10	52549169	52680435
C5orf58	133874	5	169659451	169679579	1	5	169624451	169689579
SYT10	341359	12	33527173	33592754	-1	12	33517173	33627754
ITGB3BP	23421	1	63906441	64059392	-1	1	63896441	64094392
GTSCR1	220158	18	68297755	68317980	-1	18	68287755	68352980
SIRT7	51547	17	79869815	79879199	-1	17	79859815	79914199
SPINK9	643394	5	147700766	147719412	1	5	147665766	147729412
PDLIM1	9124	10	96997329	97050781	-1	10	96987329	97085781
RORC	6097	1	151778547	151804348	-1	1	151768547	151839348
SYNPO2	171024	4	119809996	119982402	1	4	119774996	119992402
NUDCD3	23386	7	44418720	44530479	-1	7	44408720	44565479
MBD6	114785	12	57914493	57923931	1	12	57879493	57933931
GATA3-AS1	399717	10	8092413	8095447	-1	10	8082413	8130447
FAM53A	152877	4	1619642	1686029	-1	4	1609642	1721029
CDC42EP1	11135	22	37956454	37965412	1	22	37921454	37975412
RNF38	152006	9	36336393	36487545	-1	9	36326393	36522545
CBLN2	147381	18	70203915	70305756	-1	18	70193915	70340756
DUSP7	1849	3	52082935	52090566	-1	3	52072935	52125566
CYTH3	9265	7	6201407	6312275	-1	7	6191407	6347275
CSH1	2688	17	61972275	61974021	-1	17	61962275	62009021
CSH1	1444	17	61972275	61974021	-1	17	61962275	62009021
CSH1	1442	17	61972275	61974021	-1	17	61962275	62009021
MORN1	79906	1	2252692	2323146	-1	1	2242692	2358146
SLC27A5	10998	19	58990879	59023780	-1	19	58980879	59058780
LINC00885	401109	3	195869507	195887761	1	3	195834507	195897761
CMTR2	55783	16	71315292	71323618	-1	16	71305292	71358618
ANXA2R	389289	5	43039335	43043272	-1	5	43029335	43078272
PRR16	51334	5	119799973	120023027	1	5	119764973	120033027
NYAP1	222950	7	100081550	100092422	1	7	100046550	100102422
SEMA3D	223117	7	84624869	84816171	-1	7	84614869	84851171
LGALS2	3957	22	37966255	37978623	-1	22	37956255	38013623
RPS6KA1	6195	1	26856252	26901521	1	1	26821252	26911521
PAQR4	124222	16	3019246	3023490	1	16	2984246	3033490
SLBP	7884	4	1694527	1714282	-1	4	1684527	1749282
REXO4	57109	9	136271186	136283164	-1	9	136261186	136318164
LINC00708	100507143	10	8301294	8310268	-1	10	8291294	8345268
DMWD	1762	19	46286205	46296060	-1	19	46276205	46331060
CAPS2	84698	12	75669759	75784708	-1	12	75659759	75819708
GPR65	8477	14	88471468	88478419	1	14	88436468	88488419
SNORD42B	26808	17	27047568	27047634	1	17	27012568	27057634
NETO1	81832	18	70409549	70535381	-1	18	70399549	70570381
TTLL4	9654	2	219575568	219620139	1	2	219540568	219630139
ZBTB45	84878	19	59024897	59050278	-1	19	59014897	59085278
SNORD4A	26773	17	27049600	27049671	1	17	27014600	27059671
EMILIN2	84034	18	2847028	2915991	1	18	2812028	2925991
SNORD42A	26809	17	27050447	27050510	1	17	27015447	27060510
SNORD4B	26772	17	27050700	27050771	1	17	27015700	27060771
PNN	5411	14	39644387	39652422	1	14	39609387	39662422
CALB2	794	16	71392616	71424341	1	16	71357616	71434341
CLDN9	9080	16	3062457	3064506	1	16	3027457	3074506
KCNK10	54207	14	88649113	88793251	-1	14	88639113	88828251
RSPH6A	81492	19	46298968	46318577	-1	19	46288968	46353577
CLDN6	9074	16	3064713	3070072	-1	16	3054713	3105072
ZNF131	100506639	5	43065278	43192123	1	5	43030278	43202123
ZNF131	7690	5	43065278	43192123	1	5	43030278	43202123
TPCN2	219931	11	68816365	68858072	1	11	68781365	68868072
PACSIN1	29993	6	34433916	34503006	1	6	34398916	34513006
CUL7	9820	6	43005355	43021683	-1	6	42995355	43056683
LPIN2	9663	18	2916992	3013313	-1	18	2906992	3048313
IVD	3712	15	40697686	40728146	1	15	40662686	40738146
BTD	686	3	15642848	15687329	1	3	15607848	15697329
TNFRSF12A	51330	16	3068446	3072384	1	16	3033446	3082384
UEVLD	55293	11	18551156	18610294	-1	11	18541156	18645294
POC1A	25886	3	52109269	52188706	-1	3	52099269	52223706
EFCAB7	84455	1	63989043	64038364	1	1	63954043	64048364
FAM149A	25854	4	187025573	187093821	1	4	186990573	187103821
RETSAT	54884	2	85569211	85581743	-1	2	85559211	85616743
IGLL5	100423062	22	23229960	23238287	1	22	23194960	23248287
TRIM28	10155	19	59055458	59062089	1	19	59020458	59072089
PRKAG2	51422	7	151253197	151574210	-1	7	151243197	151609210
C10orf32-ASMT	119032	10	104614029	104661656	1	10	104579029	104671656
C2CD4D	100191040	1	151810295	151813033	-1	1	151800295	151848033
SLC39A14	23516	8	22224762	22291642	1	8	22189762	22301642
CASC4	113201	15	44580927	44707956	1	15	44545927	44717956
MIR451B	100616385	17	27188090	27188984	-1	17	27178090	27223984
MIR451B	100616273	17	27188090	27188984	-1	17	27178090	27223984
MIR451B	574411	17	27188090	27188984	-1	17	27178090	27223984
MIR451B	406936	17	27188090	27188984	-1	17	27178090	27223984
MIR4732	100616385	17	27188090	27188984	-1	17	27178090	27223984
MIR4732	100616273	17	27188090	27188984	-1	17	27178090	27223984
MIR4732	574411	17	27188090	27188984	-1	17	27178090	27223984
MIR4732	406936	17	27188090	27188984	-1	17	27178090	27223984
MIR451A	100616385	17	27188090	27188984	-1	17	27178090	27223984
MIR451A	100616273	17	27188090	27188984	-1	17	27178090	27223984
MIR451A	574411	17	27188090	27188984	-1	17	27178090	27223984
MIR451A	406936	17	27188090	27188984	-1	17	27178090	27223984
MIR144	100616385	17	27188090	27188984	-1	17	27178090	27223984
MIR144	100616273	17	27188090	27188984	-1	17	27178090	27223984
MIR144	574411	17	27188090	27188984	-1	17	27178090	27223984
MIR144	406936	17	27188090	27188984	-1	17	27178090	27223984
GGA1	26088	22	38004481	38029571	1	22	37969481	38039571
C8orf47	203111	8	99076539	99105838	1	8	99041539	99115838
MYOZ2	51778	4	120056939	120108944	1	4	120021939	120118944
FYCO1	79443	3	45959396	46037316	-1	3	45949396	46072316
CHST8	64377	19	34112861	34264414	1	19	34077861	34274414
AS3MT	57412	10	104629273	104661656	1	10	104594273	104671656
THEM5	284486	1	151819739	151826173	-1	1	151809739	151861173
ALG10	84920	12	34175216	34182629	1	12	34140216	34192629
LETMD1	25875	12	51441745	51454207	1	12	51406745	51464207
HCFC1R1	54985	16	3072621	3074287	-1	16	3062621	3109287
UBXN7-AS1	100874034	3	196158235	196160242	1	3	196123235	196170242
GRK5	2869	10	120967101	121215131	1	10	120932101	121225131
TDRD3	81550	13	60970591	61148012	1	13	60935591	61158012
LINC01063	101929769	3	196358369	196359458	-1	3	196348369	196394458
RNU6-42P	100302742	3	196511851	196511957	-1	3	196501851	196546957
ANXA3	306	4	79472673	79531597	1	4	79437673	79541597
CNIH4	29097	1	224544552	224567161	1	1	224509552	224577161
SYMPK	8189	19	46318668	46366548	-1	19	46308668	46401548
THEM4	117145	1	151846060	151882284	-1	1	151836060	151917284
NCBP2-AS2	152217	3	196669494	196670411	1	3	196634494	196680411
RER1	11079	1	2323267	2336883	1	1	2288267	2346883
MFI2-AS1	100507057	3	196726331	196731615	1	3	196691331	196741615
SPIDR	23514	8	48173167	48648868	1	8	48138167	48658868
BAHD1	22893	15	40731920	40760441	1	15	40696920	40770441
KCTD15	79047	19	34286838	34306668	1	19	34251838	34316668
MELK	9833	9	36572859	36677678	1	9	36537859	36687678
AGFG2	3268	7	100136834	100165842	1	7	100101834	100175842
PARP6	56965	15	72533522	72565340	-1	15	72523522	72600340
USP53	54532	4	120133742	120216672	1	4	120098742	120226672
RTDR1	27156	22	23401593	23487208	-1	22	23391593	23522208
ILF3	3609	19	10764937	10803093	1	19	10729937	10813093
AP2M1	1173	3	183892477	183901879	1	3	183857477	183911879
PGM1	5236	1	64058947	64125916	1	1	64023947	64135916
TMEM129	92305	4	1717679	1723085	-1	4	1707679	1758085
MIR591	693176	7	95848974	95849068	-1	7	95838974	95884068
FTMT	94033	5	121187650	121188519	1	5	121152650	121198519
CCDC182	101927581	17	55821842	55822673	-1	17	55811842	55857673
S100A10	6281	1	151955391	151966866	-1	1	151945391	152001866
RDH11	51109	14	68143518	68162531	-1	14	68133518	68197531
PSTPIP2	9050	18	43563502	43652238	-1	18	43553502	43687238
MIR10A	406902	17	46656992	46659621	-1	17	46646992	46694621
SRFBP1	153443	5	121297656	121411265	1	5	121262656	121421265
C17orf78	284099	17	35732928	35749662	1	17	35697928	35759662
MRPS23	51649	17	55916842	55927417	-1	17	55906842	55962417
MIR196A1	406972	17	46709852	46709921	-1	17	46699852	46744921
INTS5	80789	11	62414320	62420774	-1	11	62404320	62455774
MYOM1	8736	18	3066805	3220106	-1	18	3056805	3255106
PCDH20	101926951	13	61983818	62002220	-1	13	61973818	62037220
PCDH20	64881	13	61983818	62002220	-1	13	61973818	62037220
FBXO15	201456	18	71740588	71815100	-1	18	71730588	71850100
GNAZ	2781	22	23412540	23467224	1	22	23377540	23477224
PTCD2	79810	5	71616194	71656052	1	5	71581194	71666052
THOC6	79228	16	3074028	3077756	1	16	3039028	3087756
MYEOV	26579	11	69061605	69182494	1	11	69026605	69192494
SPTY2D1	144108	11	18627948	18656338	-1	11	18617948	18691338
SP9	100131390	2	175199674	175203220	1	2	175164674	175213220
HRSP12	10247	8	99114572	99129469	-1	8	99104572	99164469
ADAMTS13	11093	9	136279478	136324508	1	9	136244478	136334508
S100A11	6282	1	152004982	152020383	-1	1	151994982	152055383
DLX6-AS1	285987	7	96584453	96643377	-1	7	96574453	96678377
ECHDC3	79746	10	11784365	11806069	1	10	11749365	11816069
ANKRD28	23243	3	15708743	15901278	-1	3	15698743	15936278
LINC00709	100507163	10	9317796	9329020	1	10	9282796	9339020
FBXO38	81545	5	147763498	147822399	1	5	147728498	147832399
C11orf48	102288414	11	62430287	62439727	-1	11	62420287	62474727
C11orf48	79081	11	62430287	62439727	-1	11	62420287	62474727
TACC3	10460	4	1723227	1746898	1	4	1688227	1756898
PRAC2	100422978	17	46800530	46802819	1	17	46765530	46812819
CYC1	1537	8	145149930	145152428	1	8	145114930	145162428
PXN	5829	12	120648250	120703574	-1	12	120638250	120738574
PFN1	5216	17	4848947	4852356	-1	17	4838947	4887356
CIR1	9541	2	175212750	175260443	-1	2	175202750	175295443
MIR3185	100422978	17	46801770	46801837	-1	17	46791770	46836837
PCDH9	5101	13	66876967	67804468	-1	13	66866967	67839468
RAB36	9609	22	23487513	23506537	1	22	23452513	23516537
CCND1	595	11	69455855	69469242	1	11	69420855	69479242
CHST14	113189	15	40763160	40765353	1	15	40728160	40775353
CUEDC1	404093	17	55938604	56032684	-1	17	55928604	56067684
TCHHL1	126637	1	152056620	152061540	-1	1	152046620	152096540
WDR26	80232	1	224572845	224624735	-1	1	224562845	224659735
ZNF23	7571	16	71481500	71496998	-1	16	71471500	71531998
TMEM86A	144110	11	18714669	18726332	1	11	18679669	18736332
ALG10B	144245	12	38710380	38717784	1	12	38675380	38727784
ALG10B	84920	12	38710380	38717784	1	12	38675380	38727784
CYP4V2	285440	4	187112674	187134610	1	4	187077674	187144610
LOX	4015	5	121398890	121413980	-1	5	121388890	121448980
GIGYF2	26058	2	233562009	233725285	1	2	233527009	233735285
POP1	10940	8	99129525	99172062	1	8	99094525	99182062
SLC30A3	7781	2	27476552	27498685	-1	2	27466552	27533685
TCHH	7062	1	152078793	152086556	-1	1	152068793	152121556
PLOD2	5352	3	145787227	145881440	-1	3	145777227	145916440
KLHL1	57626	13	70274726	70682591	-1	13	70264726	70717591
C15orf57	90416	15	40820882	40857256	-1	15	40810882	40892256
ROR1	4919	1	64239693	64647181	1	1	64204693	64657181
IGSF22	283284	11	18725852	18747777	-1	11	18715852	18782777
SH3BP1	23616	22	38030661	38062939	1	22	37995661	38072939
RPTN	126638	1	152126071	152131704	-1	1	152116071	152166704
BACE1	23621	11	117156402	117186975	-1	11	117146402	117221975
CHMP2A	27243	19	59062933	59066491	-1	19	59052933	59101491
CTDSPL2	51496	15	44719432	44821236	1	15	44684432	44831236
RAMP2	10266	17	40910465	40915059	1	17	40875465	40925059
PEX10	5192	1	2336236	2345236	-1	1	2326236	2380236
GRM3	2913	7	86273230	86494200	1	7	86238230	86504200
HRNR	388697	1	152184558	152196669	-1	1	152174558	152231669
SHARPIN	81858	8	145153536	145163027	-1	8	145143536	145198027
RCVRN	5957	17	9799637	9808938	-1	17	9789637	9843938
METTL12	751071	11	62432781	62435968	1	11	62397781	62445968
METTL12	692158	11	62432781	62435968	1	11	62397781	62445968
SPDEF	25803	6	34505579	34524110	-1	6	34495579	34559110
PPP3CC	5533	8	22298332	22398652	1	8	22263332	22408652
ENO3	2027	17	4851387	4860426	1	17	4816387	4870426
BMP2K	55589	4	79697496	79837526	1	4	79662496	79847526
LSM14A	26065	19	34663409	34720420	1	19	34628409	34730420
NDUFB4	4710	3	120315156	120321347	1	3	120280156	120331347
UBE2U	148581	1	64669310	64733051	1	1	64634310	64743051
BRPF3	27154	6	36164521	36200567	1	6	36129521	36210567
UBE2M	9040	19	59067079	59070327	-1	19	59057079	59105327
SFTA1P	207107	10	10826400	10836943	-1	10	10816400	10871943
FLG	2312	1	152274651	152297679	-1	1	152264651	152332679
CCDC64B	146439	16	3077683	3086927	-1	16	3067683	3121927
PRKG1	5592	10	52750945	54058110	1	10	52715945	54068110
ADIPOQ	9370	3	186560463	186576252	1	3	186525463	186586252
DACH1	1602	13	72012098	72441330	-1	13	72002098	72476330
SLC6A16	28968	19	49792895	49828482	-1	19	49782895	49863482
AKIP1	56672	11	8932686	8941631	1	11	8897686	8951631
OLR1	4973	12	10310902	10324737	-1	12	10300902	10359737
MIR4523	100616122	17	27696735	27717795	-1	17	27686735	27752795
TADA2A	6871	17	35766965	35839835	1	17	35731965	35849835
MIR4523	100616122	17	27717680	27717748	1	17	27682680	27727748
ORAOV1	220064	11	69467844	69490184	-1	11	69457844	69525184
CNNM2	54805	10	104678050	104849978	1	10	104643050	104859978
ATP5A1	498	18	43664110	43684300	-1	18	43654110	43719300
C6orf106	64771	6	34555065	34664636	-1	6	34545065	34699636
TIMM21	29090	18	71815746	71826197	1	18	71780746	71836197
C11orf83	790955	11	62437745	62441159	1	11	62402745	62451159
PDXP	57026	22	38054734	38062941	1	22	38019734	38072941
FLG2	388698	1	152321211	152332482	-1	1	152311211	152367482
MMP25	64386	16	3096682	3110727	1	16	3061682	3120727
LGALS1	3956	22	38071615	38075813	1	22	38036615	38085813
CACHD1	57685	1	64936428	65158741	1	1	64901428	65168741
VPS25	84313	17	40925454	40931617	1	17	40890454	40941617
PAX5	5079	9	36833272	37034103	-1	9	36823272	37069103
NIPAL2	79815	8	99202061	99306621	-1	8	99192061	99341621
CRNN	49860	1	152381719	152386739	-1	1	152371719	152421739
DGUOK	1716	2	74153953	74186088	1	2	74118953	74196088
ZNF19	7567	16	71498453	71598992	-1	16	71488453	71633992
C21orf2	755	21	45748827	45759285	-1	21	45738827	45794285
RGS10	6001	10	121259340	121302220	-1	10	121249340	121337220
UBXN1	51035	11	62443970	62446567	-1	11	62433970	62481567
C4orf3	401152	4	120218207	120225600	-1	4	120208207	120260600
CYB5A	1528	18	71920530	71959251	-1	18	71910530	71994251
LCE5A	254910	1	152483320	152484653	1	1	152448320	152494653
MZT1	440145	13	73282495	73301825	-1	13	73272495	73336825
NOL12	79159	22	38077680	38170137	1	22	38042680	38180137
PTPN5	84867	11	18749475	18814268	-1	11	18739475	18849268
ZAP70	7535	2	98330023	98356325	1	2	98295023	98366325
C11orf16	56673	11	8941623	8954553	-1	11	8931623	8989553
CNIH3	149111	1	224622362	224928251	1	1	224587362	224938251
CRCT1	54544	1	152486978	152488486	1	1	152451978	152498486
FABP2	2169	4	120238405	120243545	-1	4	120228405	120278545
GAS7	8522	17	9813926	10101868	-1	17	9803926	10136868
LCE3E	353145	1	152538130	152539248	-1	1	152528130	152574248
MIR4797	100616216	3	197020749	197020819	-1	3	197010749	197055819
BORA	79866	13	73302061	73330336	1	13	73267061	73340336
BCR	613	22	23521891	23660224	1	22	23486891	23670224
DLG1-AS1	100507086	3	197025123	197030618	1	3	196990123	197040618
LCE3D	84648	1	152551857	152552980	-1	1	152541857	152587980
UGDH	7358	4	39500375	39529931	-1	4	39490375	39564931
FAM220A	84792	7	6369040	6388612	-1	7	6359040	6423612
FOXA3	3171	19	46367247	46377055	1	19	46332247	46387055
FGFR3	2261	4	1795034	1810599	1	4	1760034	1820599
LCE3C	353144	1	152573138	152573562	1	1	152538138	152583562
IRF2BP1	26145	19	46386866	46389376	-1	19	46376866	46424376
PLCH2	9651	1	2357419	2436969	1	1	2322419	2446969
KIAA0355	9710	19	34745442	34846491	1	19	34710442	34856491
EIF3J	8669	15	44829255	44855227	1	15	44794255	44865227
STK3	6788	8	99413631	99955055	-1	8	99403631	99990055
LCE3B	353143	1	152586287	152586574	1	1	152551287	152596574
MYPOP	339344	19	46393278	46405862	-1	19	46383278	46440862
RPUSD2	27079	15	40861499	40866659	1	15	40826499	40876659
FUS	2521	16	31191431	31203127	1	16	31156431	31213127
NANOS2	339345	19	46416475	46418036	-1	19	46406475	46453036
ERC1	23085	12	1099675	1605099	1	12	1064675	1615099
CACFD1	11094	9	136325089	136335970	1	9	136290089	136345970
LCE3A	353142	1	152595310	152595579	-1	1	152585310	152630579
KIAA1324L	222223	7	86506222	86689015	-1	7	86496222	86724015
EFCAB5	374786	17	28256218	28435470	1	17	28221218	28445470
NOVA2	4858	19	46436992	46476804	-1	19	46426992	46511804
LCE2D	353141	1	152635872	152637135	1	1	152600872	152647135
RAVER2	55225	1	65210778	65298915	1	1	65175778	65308915
ERAP1	51752	5	96096521	96143803	-1	5	96086521	96178803
LCE2B	26239	1	152647771	152659877	1	1	152612771	152669877
ASCL3	56676	11	8959119	8964580	-1	11	8949119	8999580
SPATA7	55812	14	88851268	88936694	1	14	88816268	88946694
MZF1	7593	19	59073298	59084942	-1	19	59063298	59119942
LCE2C	353140	1	152647771	152649050	1	1	152612771	152659050
NELFE	100302242	6	31919864	31926887	-1	6	31909864	31961887
NELFE	7936	6	31919864	31926887	-1	6	31909864	31961887
C18orf63	644041	18	71983048	72026422	1	18	71948048	72036422
LCE2A	353139	1	152670840	152671918	1	1	152635840	152681918
MYO1B	4430	2	192109911	192290115	1	2	192074911	192300115
TRIOBP	11078	22	38093011	38172563	1	22	38058011	38182563
ZCCHC7	84186	9	37120536	37358146	1	9	37085536	37368146
MIR922	100126321	3	197401367	197401447	-1	3	197391367	197436447
CYP27A1	1593	2	219646472	219680016	1	2	219611472	219690016
C20orf26	26074	20	20033158	20341346	1	20	19998158	20351346
LCE4A	199834	1	152680636	152681967	1	1	152645636	152691967
SLC2A6	11182	9	136336217	136344259	-1	9	136326217	136379259
FAM69C	125704	18	72102963	72125179	-1	18	72092963	72160179
WASH5P	375690	19	60105	71626	-1	19	50105	106626
MICU1	10367	10	74127098	74385899	-1	10	74117098	74420899
CASC5	57082	15	40886218	40956540	1	15	40851218	40966540
TET3	200424	2	74229840	74335303	1	2	74194840	74345303
CD37	951	19	49838428	49846592	1	19	49803428	49856592
C1orf68	100129271	1	152691998	152692905	1	1	152656998	152702905
ARID1A	8289	1	27022524	27108595	1	1	26987524	27118595
FGF19	9965	11	69513000	69519410	-1	11	69503000	69554410
PAQR3	152559	4	79808281	79860592	-1	4	79798281	79895592
JAK1	3716	1	65298912	65432187	-1	1	65288912	65467187
DIS3	22894	13	73329540	73356234	-1	13	73319540	73391234
ST6GAL1	6480	3	186648274	186796341	1	3	186613274	186806341
MIR1302-11	100422919	19	71161	72719	1	19	36161	82719
MIR1302-11	100422834	19	71161	72719	1	19	36161	82719
MIR1302-11	100422831	19	71161	72719	1	19	36161	82719
MIR1302-11	100302278	19	71161	72719	1	19	36161	82719
MIR1302-10	100422919	19	71161	72719	1	19	36161	82719
MIR1302-10	100422834	19	71161	72719	1	19	36161	82719
MIR1302-10	100422831	19	71161	72719	1	19	36161	82719
MIR1302-10	100302278	19	71161	72719	1	19	36161	82719
MIR1302-9	100422919	19	71161	72719	1	19	36161	82719
MIR1302-9	100422834	19	71161	72719	1	19	36161	82719
MIR1302-9	100422831	19	71161	72719	1	19	36161	82719
MIR1302-9	100302278	19	71161	72719	1	19	36161	82719
MIR1302-2	100422919	19	71161	72719	1	19	36161	82719
MIR1302-2	100422834	19	71161	72719	1	19	36161	82719
MIR1302-2	100422831	19	71161	72719	1	19	36161	82719
MIR1302-2	100302278	19	71161	72719	1	19	36161	82719
KPRP	448834	1	152730506	152734529	1	1	152695506	152744529
TRPM2	7226	21	45770046	45862964	1	21	45735046	45872964
FAM138F	654835	19	76220	77690	-1	19	66220	112690
FAM138F	645520	19	76220	77690	-1	19	66220	112690
FAM138F	641702	19	76220	77690	-1	19	66220	112690
LCP2	3937	5	169673241	169725231	-1	5	169663241	169760231
FGF4	2249	11	69587797	69590171	-1	11	69577797	69625171
LCE1F	353137	1	152748848	152749445	1	1	152713848	152759445
CHD8	57680	14	21853353	21924285	-1	14	21843353	21959285
LRRN4CL	221091	11	62453874	62457371	-1	11	62443874	62492371
FGF3	2248	11	69624992	69633792	-1	11	69614992	69668792
PDE5A	8654	4	120415550	120550146	-1	4	120405550	120585146
LCE1E	353135	1	152758690	152760902	1	1	152723690	152770902
GPI	2821	19	34850385	34893061	1	19	34815385	34903061
TMEM8C	389827	9	136379708	136393734	-1	9	136369708	136428734
LCE1D	353134	1	152769227	152770657	1	1	152734227	152780657
ELMOD3	84173	2	85581517	85618875	1	2	85546517	85628875
HGD	3081	3	120347020	120401418	-1	3	120337020	120436418
LCE1C	353133	1	152777311	152779107	-1	1	152767311	152814107
ALAS1	211	3	52232102	52248343	1	3	52197102	52258343
KCNS2	3788	8	99439250	99445076	1	8	99404250	99455076
LCE1B	353132	1	152784447	152785585	1	1	152749447	152795585
CPNE8	144402	12	39040624	39301232	-1	12	39030624	39336232
ANKRD18DP	348840	3	197780393	197807591	-1	3	197770393	197842591
H1F0	3005	22	38201114	38203442	1	22	38166114	38213442
LCE1A	353131	1	152799949	152800573	1	1	152764949	152810573
DNAH14	127602	1	225083964	225586996	1	1	225048964	225596996
PGM3	5238	6	83870869	83903655	-1	6	83860869	83938655
ADAMTSL2	100996396	9	136397286	136440641	1	9	136362286	136450641
ADAMTSL2	9719	9	136397286	136440641	1	9	136362286	136450641
LCE6A	448835	1	152815344	152816459	1	1	152780344	152826459
PYCARD	29108	16	31212806	31214771	-1	16	31202806	31249771
C10orf120	399814	10	124457225	124459338	-1	10	124447225	124494338
OSR2	116039	8	99956631	99964332	1	8	99921631	99974332
SMCP	4184	1	152850793	152857523	1	1	152815793	152867523
GCAT	23464	22	38203912	38213183	1	22	38168912	38223183
CNDP2	55748	18	72163051	72188366	1	18	72128051	72198366
TMEM52B	120939	12	10323141	10344400	1	12	10288141	10354400
GRHPR	9380	9	37422663	37436987	1	9	37387663	37446987
C6orf195	154386	6	2622147	2634837	-1	6	2612147	2669837
