hgnc_symbol	entrezgene_id	CHR	win_start	win_end	gene_p	n_snps	mean_beta	best_snp	best_snp_p	gene_p_adj
SMPD2	6610	6	109726966	109775122	0.588997924247224	4	0.00535460186729535	rs6568603	0.179768157936879	0.999969860142616
PDC	5132	1	186402698	186465254	0.589038921090552	2	0.0171855140625713	rs12747113	0.294519460545276	0.999969860142616
MIR3671	100500854	1	65513438	65558525	0.589110771187941	44	-0.0231777105885173	rs6656451	0.0866477220369719	0.999969860142616
CYP2C19	1557	10	96412911	96623017	0.58914579969225	41	-0.00105138493749975	rs9663989	0.0584721802006802	0.999969860142616
UQCRH	440567	1	46734303	46792448	0.589285888749886	7	0.0155304371180694	rs723690	0.171678151296902	0.999969860142616
UQCRH	7388	1	46734303	46792448	0.589285888749886	7	0.0155304371180694	rs723690	0.171678151296902	0.999969860142616
NUDT9	53343	4	88308734	88390606	0.589307585815958	16	-0.0130985254576362	rs893970	0.0656589045151906	0.999969860142616
WEE2-AS1	285962	7	141394138	141473146	0.589344892879018	20	-0.00129452761551361	rs35122961	0.0294672446439509	0.999969860142616
KLHL23	100526832	2	170515998	170643499	0.589382133369604	52	0.00106037319059756	rs7568933	0.0113342717955693	0.999969860142616
KLHL23	151230	2	170515998	170643499	0.589382133369604	52	0.00106037319059756	rs7568933	0.0113342717955693	0.999969860142616
PSG9	5678	19	43705943	43808682	0.589447460958013	17	-0.0172090442357808	rs346535	0.178309948830895	0.999969860142616
PIN4P1	728758	15	44158047	44203442	0.589463428101686	3	0.0195618559795027	rs28421746	0.328580678520503	0.999969860142616
ASB13	79754	10	5670830	5743558	0.589484028360413	17	-0.0185577156945697	rs9423946	0.0403818692623961	0.999969860142616
MIR4683	100616500	10	35920100	35965180	0.589658337194712	17	0.0206627049941619	rs7921289	0.0352748516730698	0.999969860142616
DNAJC3	5611	13	96294393	96457243	0.589715129620311	42	-0.0067336255888536	rs9300355	0.0357314480847891	0.999969860142616
ZBTB25	7597	14	64905824	65006931	0.589912617318923	14	-0.0190230187468277	rs4899158	0.0868134202954241	0.999969860142616
C17orf99	100141515	17	76107434	76172258	0.589943351871941	4	0.0272592457378892	rs881502	0.330748833933605	0.999969860142616
PHYHD1	254295	9	131648174	131714320	0.589977781491184	7	-0.0124202501283709	rs11243473	0.292867091333102	0.999969860142616
LINC00941	100287314	12	30912977	30965645	0.59005257357897	22	0.0260404779911687	rs1990830	0.0613917154363221	0.999969860142616
GIPC1	10755	19	14578572	14641944	0.590057549634752	7	0.00608703000952871	rs8113491	0.0842939356621074	0.999969860142616
FAM114A2	10827	5	153359688	153453496	0.590113792441118	25	0.0165057655295053	rs4958340	0.0431238352591051	0.999969860142616
PTPLAD2	401494	9	20985306	21066635	0.590151273906064	17	-0.0160395619543384	rs2891156	0.0424273049919034	0.999969860142616
NHP2L1	4809	22	42059934	42121508	0.590212241910921	1	-0.0202771756489523	rs5751221	0.590212241910921	0.999969860142616
MEG3	55384	14	101210747	101337368	0.590251753473199	32	-0.00923202044540166	rs7145169	0.0284946035909698	0.999969860142616
CT62	196993	15	71392583	71442833	0.590287794325896	16	-0.00566780800489133	rs7170883	0.132921304844353	0.999969860142616
MICALCL	84953	11	12262627	12390691	0.590325607317273	46	0.0158971310516083	rs4517497	0.0170566068157786	0.999969860142616
DCHS2	54798	4	155143399	155447930	0.590330352437092	123	0.0137990025004393	rs7673215	0.0599925683386335	0.999969860142616
MGAT5B	146664	17	74829538	74956475	0.590418126267685	5	-0.00524692765596582	rs8073615	0.118083625253537	0.999969860142616
OTOG	340990	11	17533920	17678697	0.590421153100824	18	-0.00365016720947343	rs878545	0.10863266739103	0.999969860142616
NSMAF	8439	8	59486063	59607403	0.590432983741361	7	0.00512594173106885	rs4376488	0.0843475691059087	0.999969860142616
MTFR1L	56181	1	26110131	26169432	0.590436749506485	5	0.0130151572963745	rs12565228	0.118087349901297	0.999969860142616
KRTAP10-1	386677	21	45948864	45995078	0.590465502396502	3	-0.0024175837920945	rs11700554	0.2934340638384	0.999969860142616
TTC25	83538	17	40051888	40127648	0.590507892009352	16	5.29546982226152e-05	rs72836608	0.0982378022779086	0.999969860142616
TET3	200424	2	74194840	74345303	0.590520346018502	26	0.0254659296380565	rs72622645	0.0787656034239875	0.999969860142616
SNORD114-10	767588	14	101398389	101443460	0.590539317188271	14	0.00583790464030151	rs11160640	0.0528475957194486	0.999969860142616
CASC3	102466986	17	38261571	38338436	0.590582063116054	2	0.0471828419925861	rs73302948	0.295291031558027	0.999969860142616
CASC3	22794	17	38261571	38338436	0.590582063116054	2	0.0471828419925861	rs73302948	0.295291031558027	0.999969860142616
MIR4707	100616424	14	23416159	23461238	0.590599171715269	6	0.00261948327614625	rs7149564	0.337700671781723	0.999969860142616
HAUS4	100616424	14	23405437	23461370	0.590599171715269	7	-0.0106014655274525	rs73587609	0.195478341565241	0.999969860142616
HAUS4	54930	14	23405437	23461370	0.590599171715269	7	-0.0106014655274525	rs73587609	0.195478341565241	0.999969860142616
AKTIP	64400	16	53514952	53573323	0.590646273622073	14	0.00492381452651251	rs12931642	0.0642277116850089	0.999969860142616
NOS3	4846	7	150653083	150721676	0.590665978114402	9	0.0249832743297491	rs10244273	0.13712285048188	0.999969860142616
LINC00323	284835	21	42503427	42555060	0.590695441566721	13	0.027866129644122	rs3788017	0.0716708164031818	0.999969860142616
CCAT1	100507056	8	128210111	128266333	0.590745271675791	28	0.0113293645003729	rs1468934	0.0245265401023869	0.999969860142616
ASPH	444	8	62403116	62662155	0.590760608399441	43	0.00310941690952887	rs7828272	0.0425301988324576	0.999969860142616
LIG3	3980	17	33272513	33342083	0.590772984368283	106	0.0202229158102005	rs28392534	0.0533987904409755	0.999969860142616
OR1E2	8388	17	3326164	3372135	0.590820175167513	3	-0.0187122795724971	rs230475	0.341408809013392	0.999969860142616
MOGAT2	80168	11	75393864	75454003	0.590895715189785	5	0.009289982184222	rs3133187	0.155581080987816	0.999969860142616
DGAT2	84649	11	75435557	75522579	0.590895715189785	5	-0.0181495255433005	rs1793412	0.23227324536261	0.999969860142616
IL34	146433	16	70578798	70704585	0.590914585234148	9	0.00432059123693193	rs9931347	0.0971831884111012	0.999969860142616
CLEC10A	10462	17	6967856	7018626	0.590955921561165	13	0.0186971505225977	rs2292350	0.189628029484046	0.999969860142616
FCHO1	23149	19	17823527	17909377	0.591124773323024	4	0.014297853885231	rs3212714	0.262888536462235	0.999969860142616
SCARNA5	677775	2	234149373	234194648	0.591126273969448	8	0.0293892792263947	rs6431233	0.0955807633620091	0.999969860142616
KCTD1	284252	18	24024874	24272365	0.591144974093025	72	-0.00563331630848695	rs17259611	0.0326911338757894	0.999969860142616
PCDHB12	56124	5	140553269	140601696	0.591201289949978	2	-0.0259247236955249	rs2569169	0.295600644974989	0.999969860142616
PCDHB13	56123	5	140558509	140606993	0.591201289949978	2	-0.0259247236955249	rs2569169	0.295600644974989	0.999969860142616
PCDHB14	56122	5	140567931	140615858	0.591201289949978	2	-0.0259247236955249	rs2569169	0.295600644974989	0.999969860142616
C2orf27B	408029	2	132542534	132594234	0.591224317246608	18	0.0188308868060061	rs10460244	0.0463229002359662	0.999969860142616
AIFM2	84883	10	71847979	71927690	0.591235733941186	21	0.00759442863265391	rs7095505	0.12173631123517	0.999969860142616
MIR4700	100616329	12	121125996	121171069	0.591250922789261	3	-0.0262820370357602	rs35605477	0.372345616328259	0.999969860142616
ETHE1	23474	19	44000871	44066396	0.591274338937144	6	-0.0143066724954996	rs7256908	0.118910568695686	0.999969860142616
ECEL1P2	347694	2	233240460	233287167	0.591286961236446	9	-0.0298440627470794	rs6758317	0.115215102186208	0.999969860142616
PAN2	9924	12	56700007	56762837	0.591541975618834	2	0.0030522726578856	rs2277339	0.521526163101203	0.999969860142616
STAT2	6773	12	56725381	56788939	0.591541975618834	4	-0.00837372989637718	rs898611	0.483445775432107	0.999969860142616
APOF	319	12	56744353	56791607	0.591541975618834	4	-0.00837372989637718	rs898611	0.483445775432107	0.999969860142616
IQCD	115811	12	113623246	113693899	0.59156743841312	26	0.0224236837649973	rs616135	0.0537086915400547	0.999969860142616
QSOX1	5768	1	180088969	180183165	0.591612486401779	14	0.00689845899839289	rs4336810	0.163516438952477	0.999969860142616
PRC1-AS1	100507118	15	91474575	91541854	0.591617008012796	21	-0.0174653279835944	rs28508047	0.0700091662120466	0.999969860142616
SUN3	256979	7	48016745	48103716	0.591659199451484	11	-0.0109674593505319	rs17547209	0.224636795163302	0.999969860142616
APH1B	83464	15	63533217	63611325	0.591748100157556	2	0.0106897323251456	rs3751043	0.345464993890911	0.999969860142616
SUSD2	56241	22	24542227	24595078	0.591761546965058	2	-0.0076543181459567	rs7292105	0.544350349007655	0.999969860142616
FTSJ2	29960	7	2263866	2316840	0.59181962585109	3	0.0205911616806722	rs13245097	0.342925578674134	0.999969860142616
PIN1P1	5301	1	70350005	70396000	0.591905564579794	6	-0.0209523023302132	rs75356933	0.0986509274299657	0.999969860142616
CDC42SE2	56990	5	130546186	130744140	0.591960104776011	13	0.00885798473839533	rs78195211	0.154936163857269	0.999969860142616
TAAR8	83551	6	132838832	132884860	0.59197119486605	2	-0.0198661569026253	rs9375925	0.552164378520756	0.999969860142616
SOCS4	122809	14	55458948	55526206	0.592054968311013	15	0.027391886550095	rs12880292	0.0394703312207342	0.999969860142616
RFWD3	55159	16	74645292	74735779	0.59208055533159	13	-0.0110034087205226	rs4265826	0.0690444628436612	0.999969860142616
PTRH1	138428	9	130445257	130522152	0.592095108635916	11	0.00689504566039895	rs1215971	0.080543874980669	0.999969860142616
VMAC	400673	19	5869869	5920864	0.592214482068248	3	-0.0070897648623885	rs1674153	0.42899829952914	0.999969860142616
CAPS	828	19	5876718	5925888	0.592214482068248	3	-0.0070897648623885	rs1674153	0.42899829952914	0.999969860142616
TOR1AIP2	163590	1	179799102	179881938	0.592219016120965	10	-0.0235286832433566	rs1281419	0.0592219016120965	0.999969860142616
FRMD4A	55691	10	13675706	14539141	0.592318489241182	372	-0.00218084200199028	rs1218430	0.00159225400333651	0.999969860142616
MRRF	92399	9	124991882	125095743	0.592336218358456	12	0.00146532507254699	rs656322	0.127756258146747	0.999969860142616
SSTR4	6754	20	22981057	23027314	0.592460406888723	12	0.00175978683354723	rs6106592	0.114856470127734	0.999969860142616
TRAPPC2P1	6399	19	57839879	57886721	0.592554305688032	6	-0.00502279961347371	rs2007552	0.11030046555955	0.999969860142616
BRINP3	339479	1	190056792	190481759	0.592658427184033	38	0.00598156024764144	rs10920724	0.134992554667502	0.999969860142616
PTCHD3P1	387647	10	29663331	29786674	0.592694071619822	45	-0.000873591446229047	rs12359760	0.0216412677006695	0.999969860142616
SURF6	6838	9	136187552	136238235	0.592771792897309	7	0.0256955071284953	rs10114171	0.0846816846996156	0.999969860142616
MED22	6837	9	136195160	136249986	0.592771792897309	7	0.0256955071284953	rs10114171	0.0846816846996156	0.999969860142616
SURF2	6835	9	136188428	136238045	0.592771792897309	7	0.0256955071284953	rs10114171	0.0846816846996156	0.999969860142616
C9orf96	169436	9	136208117	136281220	0.592771792897309	7	0.0256955071284953	rs10114171	0.0846816846996156	0.999969860142616
C3orf38	285237	3	88163893	88227879	0.592788532500057	3	0.0291664546756717	rs28694532	0.379101108778989	0.999969860142616
MIR4274	100422826	4	7426755	7471845	0.592800399331583	3	0.00878026837445823	rs4411993	0.310763238543735	0.999969860142616
PSAPL1	768239	4	7422022	7471700	0.592800399331583	3	0.00878026837445823	rs4411993	0.310763238543735	0.999969860142616
CCDC50	152137	3	191011866	191126459	0.592886523099589	23	-0.0136695992849269	rs1195356	0.0792079552212891	0.999969860142616
COL8A2	1296	1	36550837	36625821	0.592897631640784	8	-0.00587399398917293	rs12131598	0.170912033989663	0.999969860142616
ASB16	92591	17	42212815	42266451	0.593019563682565	6	0.0132978746733139	rs9895297	0.0988365939470941	0.999969860142616
LINC00589	619351	8	29521438	29640625	0.593044853144832	29	0.00129846055211707	rs4732987	0.0533412321154752	0.999969860142616
HOOK2	29911	19	12863817	13018554	0.593068032126545	5	-0.00638416836910734	rs10451496	0.283229690474068	0.999969860142616
GABRG3	2567	15	27181429	27788373	0.593072128265271	180	0.0116391255714241	rs9707967	0.00636716215760107	0.999969860142616
MYL12A	10627	18	3212479	3266234	0.593097478872784	11	-0.00677922984460396	rs12605942	0.0539179526247985	0.999969860142616
ZNF436	80818	1	23675941	23730935	0.593099528750417	4	-0.00403364995873767	rs3820033	0.383532196941263	0.999969860142616
C1orf213	148898	1	23660490	23708332	0.593099528750417	4	-0.000974014213853425	rs3820033	0.383532196941263	0.999969860142616
MIR101-1	406893	1	65514117	65559191	0.593168007904111	43	-0.0227796549418959	rs6656451	0.0866477220369719	0.999969860142616
DDX55	57696	12	124051624	124115488	0.593175970914397	7	0.000257972217465843	rs10846592	0.128683552770429	0.999969860142616
HBE1	3046	11	5279582	5561847	0.593233614262006	127	-0.00559813388826533	rs10742697	0.00467113082096068	0.999969860142616
ABHD16B	140701	20	62457566	62504341	0.593262502719734	1	0.030099001571722	rs6089382	0.593262502719734	0.999969860142616
IFT52	51098	20	42184571	42285936	0.593286024893871	22	0.0181489805637904	rs6030074	0.0527364274921194	0.999969860142616
ABCA6	23460	17	67064843	67173029	0.593296348175446	4	-4.38166524956533e-05	rs72838424	0.270125682377193	0.999969860142616
HPN	3249	19	35496410	35567475	0.593444437461841	16	-0.00075471480404001	rs2733738	0.191829728874624	0.999969860142616
FOXG1	2290	14	29200050	29248870	0.593574283887131	9	-0.0231504159632927	rs2144918	0.0699689456761668	0.999969860142616
PPP1R14A	94274	19	38731877	38782231	0.593637858615929	4	-0.0181683187869006	rs7248248	0.338973396737808	0.999969860142616
KCNMB3	27094	3	178947530	179019790	0.593670832304567	11	0.00218562383783932	rs11719643	0.077524274580927	0.999969860142616
SDCBP	6386	8	59430483	59505419	0.593684177747685	5	-0.0220067661832251	rs12677067	0.118736835549537	0.999969860142616
ZC3H12A	102465438	1	37905153	37959980	0.593719739355886	2	-0.0302229376871222	rs12746544	0.296859869677943	0.999969860142616
ZC3H12A	80149	1	37905153	37959980	0.593719739355886	2	-0.0302229376871222	rs12746544	0.296859869677943	0.999969860142616
STXBP5L	9515	3	120591919	121153608	0.593745598133694	35	-0.0112947938304533	rs2288096	0.0298648672328662	0.999969860142616
NMNAT3	349565	3	139269022	139431859	0.593976024639997	12	0.0238857088826648	rs10460843	0.134304527234409	0.999969860142616
TBXAS1	6916	7	139441850	139730125	0.594136698482813	26	-0.00468132221538949	rs12672312	0.0446066786015038	0.999969860142616
OR7E2P	8587	11	86558101	86603989	0.594147196988394	7	0.0102277001144623	rs949349	0.152679980437085	0.999969860142616
ZDHHC16	84287	10	99170927	99227127	0.594190770770957	6	-0.0022131060165157	rs10786522	0.322968118293148	0.999969860142616
NDUFB6	4712	9	32542997	32608160	0.594195669039945	7	-0.0118880879162013	rs7855693	0.245382250161533	0.999969860142616
MIR4689	100616421	1	5912732	5957801	0.594319859067553	4	0.0180053656422657	rs7549324	0.282047871466782	0.999969860142616
KCNG1	3755	20	49610193	49674666	0.59434244939291	9	-0.0177090622235811	rs4141587	0.0984902482547916	0.999969860142616
SMAD3	4088	15	67321101	67497533	0.594424234683539	8	-0.0131771875763496	rs869304	0.234546528617327	0.999969860142616
NBPF22P	285622	5	85543278	85602281	0.594487723587443	5	0.00332223170326565	rs74530141	0.260950258414202	0.999969860142616
THG1L	54974	5	157123205	157178456	0.594558435295842	5	0.00437049542685874	rs79280782	0.127102277444566	0.999969860142616
MMP1	4312	11	102650651	102703891	0.594625822962059	8	0.00817878020576118	rs2509010	0.0750426509280907	0.999969860142616
EMILIN2	84034	18	2812028	2925991	0.594656316322768	32	0.00192297547845479	rs72868200	0.0185830098850865	0.999969860142616
PYHIN1	149628	1	158865586	158956844	0.594871378837273	17	-0.0117223519117042	rs856099	0.0750053890639405	0.999969860142616
DR1	1810	1	93776445	93845055	0.594887529200479	6	0.000840819411376218	rs12122113	0.244078864088416	0.999969860142616
RAF1	5894	3	12615100	12740725	0.594968934281526	10	-0.00277765123518186	rs6442325	0.0662661724790496	0.999969860142616
PPP3R1	5534	2	68395989	68518369	0.594982849848416	5	-0.0130700205662553	rs11691554	0.280670770653256	0.999969860142616
SLC11A2	4891	12	51363184	51457349	0.594985249956812	22	0.000662400000623418	rs10747611	0.027044784088946	0.999969860142616
GCN1L1	10985	12	120555007	120667513	0.595072959878828	20	0.00524913151890561	rs10774563	0.0846564272634334	0.999969860142616
VN1R2	317701	19	53726545	53775090	0.595078423886424	8	0.0325226312387679	rs4470257	0.153076530321747	0.999969860142616
HOXC8	3224	12	54367832	54417570	0.595088957396852	3	0.00554183290915127	rs2706254	0.396300025822016	0.999969860142616
LINC00202-2	731789	10	26897098	26952383	0.595098348262857	1	0.0341420715257828	rs12412850	0.595098348262857	0.999969860142616
UNC5B-AS1	728978	10	72966981	73012985	0.59513662207778	4	-0.0179531951768006	rs11000483	0.148784155519445	0.999969860142616
FOXQ1	94234	6	1277675	1324992	0.59515723531428	5	-0.00101262953954354	rs11242674	0.119031447062856	0.999969860142616
GC	2638	4	72597410	72704758	0.595304811768337	6	-0.00493564309384557	rs35432693	0.232692842699466	0.999969860142616
TIGD4	201798	4	153680506	153735916	0.595377526039474	15	-0.000674334524164355	rs11935252	0.0943725431770651	0.999969860142616
FAM219A	203259	9	34388182	34493568	0.59541774333822	18	0.00163238869672962	rs13297645	0.04922962804109	0.999969860142616
SLC39A12	221074	10	18205768	18342221	0.595767988633821	69	-0.0164521122727439	rs61842677	0.0173271731546736	0.999969860142616
MIR4325	100422883	20	55886558	55931647	0.59577150080089	7	0.0157927061510685	rs6069477	0.217721069494959	0.999969860142616
GTDC1	79712	2	144685635	145125135	0.595794770541888	32	0.00802267511398862	rs17407498	0.0689970035539981	0.999969860142616
ADSS	159	1	244561796	244650436	0.595894944772832	18	0.00327552178905149	rs57407368	0.105222790196807	0.999969860142616
CPSF4	10898	7	99001545	99064994	0.595914034895168	2	-0.0169191599983144	rs219824	0.297957017447584	0.999969860142616
FFAR2	2867	19	35899809	35952669	0.59599232881943	2	0.0272187640578096	rs74258171	0.438324848878713	0.999969860142616
SASH1	23328	6	148558440	148883186	0.596386893709122	76	-0.012726920515661	rs9498159	0.0188762298861981	0.999969860142616
TRAPPC1	58485	17	7823663	7870441	0.59643124901978	5	-0.0207343375787481	rs17807161	0.122717885265129	0.999969860142616
NDUFB1	4707	14	92572466	92623261	0.59646309561633	10	0.00875394029570406	rs9788624	0.103899100271369	0.999969860142616
TMEM8B	51754	9	35779448	35864844	0.596591243447134	17	-0.0211934822370706	rs13301140	0.0573282140483495	0.999969860142616
EIF2A	83939	3	150229465	150312029	0.596690053585878	21	-0.0225618525122378	rs7649386	0.119757181050046	0.999969860142616
C16orf95	100506581	16	87107168	87386022	0.596764710642084	58	-0.00196445613964474	rs9932489	0.0158221759446885	0.999969860142616
SLC52A3	113278	20	730724	784131	0.596930403094027	24	0.0139745431475968	rs2024896	0.0536632534151759	0.999969860142616
CAPZA3	93661	12	18856045	18902121	0.596966548358023	5	0.00686340087489364	rs16914767	0.183963169267037	0.999969860142616
MUL1	79594	1	20815943	20869654	0.596986811419338	2	0.0451764778303322	rs76101534	0.298493405709669	0.999969860142616
C5orf42	65250	5	37096330	37284530	0.597043677266915	2	0.0177140748447802	rs9632396	0.489608890262732	0.999969860142616
KPNA2	3838	17	65996635	66052958	0.597241424638468	1	0.0170243749044503	rs11079618	0.597241424638468	0.999969860142616
UBAP1	51271	9	34144003	34262521	0.597286623392906	2	-0.0174731822933875	rs10971956	0.533484971267889	0.999969860142616
TAS2R4	50832	7	141443242	141489235	0.597312899277183	7	-0.0141961007185773	rs1181770	0.215604573926842	0.999969860142616
PPIL2	23759	22	21971559	22064304	0.597353153308508	28	-0.014342252221099	rs986645	0.0245023189374994	0.999969860142616
MLC1	23209	22	50487820	50559331	0.597432288683408	7	-0.00290734326446371	rs5770769	0.263321218088043	0.999969860142616
TMEM71	137835	8	133687253	133807958	0.597454762980681	28	0.00886516550210207	rs2922464	0.0628883133803199	0.999969860142616
MIR3908	100500909	12	123985956	124031081	0.597470982763992	5	-0.0116821969240044	rs71458829	0.191588297446159	0.999969860142616
ARHGDIB	397	12	15084951	15149662	0.597519796164517	15	0.00437693817975895	rs59568450	0.0492180100044143	0.999969860142616
CTSH	1512	15	79203400	79276916	0.597524163549532	23	0.00221044895511105	rs7170918	0.060297382859453	0.999969860142616
MIR1-1	406904	20	61116510	61161586	0.597531789420548	11	-0.00104936915327126	rs6015923	0.0755766708527895	0.999969860142616
FAM83C	128876	20	33863534	33915204	0.597637096844532	7	0.00352163403341184	rs6057920	0.121064288681474	0.999969860142616
FAM193A	8603	4	2591988	2744292	0.597830669142189	10	-0.00112713807060523	rs10937922	0.214699457526482	0.999969860142616
PTS	5805	11	112062088	112150678	0.597855253940544	6	-0.0121530615729743	rs549908	0.231671915618721	0.999969860142616
RBMXL2	27288	11	7075165	7122379	0.597976506798842	11	-0.0146548527934637	rs4758160	0.163936327655998	0.999969860142616
CTRB2	440387	16	75227994	75276083	0.598144097469148	2	0.0204093546164857	rs8062565	0.299072048734574	0.999969860142616
CTRB1	1504	16	75217898	75268822	0.598144097469148	2	0.0204093546164857	rs8062565	0.299072048734574	0.999969860142616
WNT3A	89780	1	228159752	228258961	0.598147749922101	16	-0.0187403432899621	rs947087	0.0709924459709823	0.999969860142616
C2orf69	205327	2	200740979	200830658	0.598193225298584	15	-0.0182974633929619	rs56004049	0.162097170797637	0.999969860142616
PTN	5764	7	136902088	137063611	0.598216219346881	28	-0.0240895291135494	rs1455858	0.0761690146935323	0.999969860142616
TUB	7275	11	8005791	8137659	0.598226485055366	22	0.00219944066695101	rs1406094	0.0271921129570621	0.999969860142616
HDAC10	83933	22	50673612	50724834	0.59846576380998	3	0.0216907094305812	rs6010061	0.242340334291813	0.999969860142616
MAPK12	6300	22	50673879	50735254	0.59846576380998	3	0.0216907094305812	rs6010061	0.242340334291813	0.999969860142616
MAPK11	5600	22	50692142	50744196	0.59846576380998	3	0.0216907094305812	rs6010061	0.242340334291813	0.999969860142616
PLXNB2	23654	22	50703408	50781056	0.59846576380998	3	0.0248627734202036	rs6010061	0.242340334291813	0.999969860142616
TBX15	6913	1	119415669	119567179	0.598674586718464	33	0.00222008972867852	rs58498757	0.107127636098777	0.999969860142616
TRIM24	8805	7	138110079	138284738	0.598802224808195	52	-0.00261927943494329	rs765274	0.0232460666918907	0.999969860142616
NUDT1	4521	7	2246857	2300781	0.59882886526595	3	-0.00523669984383883	rs7792045	0.45091480403111	0.999969860142616
DENND6B	414918	22	50737459	50800489	0.598948831603687	1	0.0171234677215257	rs3888396	0.598948831603687	0.999969860142616
PPP6R2	9701	22	50746733	50893514	0.598948831603687	1	0.0171234677215257	rs3888396	0.598948831603687	0.999969860142616
LINC00264	645528	10	26843794	26893253	0.599114997713547	7	-0.00608674359713383	rs34530165	0.130247892144142	0.999969860142616
CRIPAK	285464	4	1350340	1399780	0.599186359949796	3	-0.0197298752035865	rs13118159	0.199728786649932	0.999969860142616
LYRM5	144363	12	25313150	25372579	0.599382311634326	18	0.00498107666972621	rs7296810	0.0332990173130181	0.999969860142616
SEPHS1P1	7697	7	64302775	64348732	0.599586791727306	2	0.0167297770946184	rs637303	0.299793395863653	0.999969860142616
LINC00690	100996597	3	16542827	16592880	0.599597299338728	21	0.000583072574782695	rs73140613	0.0379274215845397	0.999969860142616
RNF113B	140432	13	98818039	98864519	0.599637150327856	7	0.0190297925974223	rs77035471	0.284852708085044	0.999969860142616
CSNK1E	1454	22	38676697	38829527	0.599645357328509	14	0.00992708904919166	rs4821826	0.0708973693349518	0.999969860142616
CNGA1	1259	4	47927994	48053689	0.59973192090196	12	0.0142711793100684	rs2352472	0.109213764888564	0.999969860142616
MIR5582	100847020	11	46764675	46809742	0.599801041164939	3	-0.0260907912060572	rs6485690	0.345553044959308	0.999969860142616
SNORD67	692108	11	46773939	46819049	0.599801041164939	3	-0.0260907912060572	rs6485690	0.345553044959308	0.999969860142616
KRT79	338785	12	53205194	53263079	0.599821417553173	4	0.0153006851515005	rs6580936	0.345428894311017	0.999969860142616
KRT78	196374	12	53221588	53277876	0.599821417553173	4	0.0107831431920411	rs6580936	0.345428894311017	0.999969860142616
TRIM60	166655	4	165918105	165972896	0.599833530505614	8	-0.0101775034772064	rs10517873	0.0841140463717207	0.999969860142616
MIR4435-1HG	101930489	2	111943927	112287677	0.599842335873283	417	-0.0162600149337058	rs11675443	0.0364635773956924	0.999969860142616
MIR4435-1HG	101929867	2	111943927	112287677	0.599842335873283	417	-0.0162600149337058	rs11675443	0.0364635773956924	0.999969860142616
MIR4435-1HG	112597	2	111943927	112287677	0.599842335873283	417	-0.0162600149337058	rs11675443	0.0364635773956924	0.999969860142616
HOXA13	3209	7	27223122	27274725	0.600021492798108	5	-0.0313800312908214	rs7808467	0.226573375186263	0.999969860142616
LHX9	56956	1	197846037	197914608	0.600021915052963	9	1.59093023777223e-05	rs10922324	0.102308810430645	0.999969860142616
CYP11B2	1585	8	143981975	144034259	0.600078844176436	1	-0.0222991807776118	rs7015812	0.600078844176436	0.999969860142616
SLC5A4	6527	22	32604465	32686328	0.600080810619532	11	-0.000162113560847918	rs74704305	0.124433060210864	0.999969860142616
GAS7	8522	17	9803926	10136868	0.600193893021021	110	0.00220595262982888	rs12936792	0.0158263486678669	0.999969860142616
CRY1	1407	12	107375142	107522607	0.600219859839841	34	0.011520647288637	rs1895990	0.0350877367551644	0.999969860142616
SLC4A5	57835	2	74433369	74605541	0.600270655828544	6	0.0281780303864165	rs1047911	0.162050245538385	0.999969860142616
LINC00207	388910	22	44930219	44978221	0.600274638018897	8	0.010917118327021	rs5766218	0.181404662693748	0.999969860142616
RPS6KL1	83694	14	75360657	75425099	0.600274734167992	26	0.0134761699569926	rs7148580	0.0481993323299003	0.999969860142616
MAP1LC3B	81631	16	87382601	87448385	0.600442783483512	6	-0.00140338338311392	rs12925472	0.322528677523928	0.999969860142616
BAG3	9531	10	121375882	121447331	0.600603320370623	23	0.00996342625221875	rs2081751	0.0517529851356133	0.999969860142616
LINC00675	100289255	17	10688230	10742416	0.600604722949242	6	-0.0212305074963212	rs17816912	0.100100787158207	0.999969860142616
KDM4D	55693	11	94671845	94742682	0.600629923182359	16	-0.012931012603516	rs12223099	0.0375393701988974	0.999969860142616
MIR4419B	100616298	12	128694051	128739118	0.600724071142055	23	0.00218069901383855	rs10773570	0.0635740617304937	0.999969860142616
RP9	6100	7	33124409	33184013	0.60081672143752	7	0.0176978265408835	rs71532565	0.169369109361344	0.999969860142616
TLL1	7092	4	166759410	167035047	0.600831875851226	38	0.013566361516591	rs6828808	0.0473073611942324	0.999969860142616
CAPN15	6650	16	542717	614636	0.600876769536079	1	-0.0155119548853771	rs4144003	0.600876769536079	0.999969860142616
C16orf11	146325	16	575422	625528	0.600876769536079	1	-0.0155119548853771	rs4144003	0.600876769536079	0.999969860142616
PIGQ	9091	16	581995	644136	0.600876769536079	1	-0.0155119548853771	rs4144003	0.600876769536079	0.999969860142616
NHLRC4	283948	16	581996	629495	0.600876769536079	1	-0.0155119548853771	rs4144003	0.600876769536079	0.999969860142616
MIR3176	100423037	16	558277	603366	0.600876769536079	1	-0.0155119548853771	rs4144003	0.600876769536079	0.999969860142616
PASK	23178	2	242035514	242124679	0.600880423610688	2	-0.0239607040064665	rs73007129	0.530185454749509	0.999969860142616
PPP1R7	5510	2	242053991	242133067	0.600880423610688	2	-0.0239607040064665	rs73007129	0.530185454749509	0.999969860142616
ANO7	50636	2	242092924	242174792	0.600880423610688	1	-0.0190821041020535	rs59036157	0.600880423610688	0.999969860142616
